file,nbv,nbc,ck_command,ck_status,ck_mem,ck_time,ck_d4_command,ck_d4_status,ck_d4_mem,ck_d4_time,ck_s_command,ck_s_status,ck_s_mem,ck_s_time,ck_umc,d4d_command,d4d_status,d4d_mem,d4d_time,d4d_s_command,d4d_s_status,d4d_s_mem,d4d_s_time,d4d_umc
cnf/plazar/Blasted_Real/blasted_case_1_b11_1.cnf,340,1026,,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_case_1_b11_1.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_case_1_b11_1.cnf.unnf, done, 7729, 0.0138469,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case_1_b11_1.cnf, err, 8695, 0.228644,,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_case_1_b11_1.cnf.smp -out=/tmp/cnf/plazar/Blasted_Real/blasted_case_1_b11_1.cnf.unnf -max-depth=19, done, 587034, 2.13326,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case_1_b11_1.cnf, timeout, 637345, 18000,70435605253320850002899313220508110844
cnf/lagniez/qif/10random.cnf,587,1685,,/d4/d4 -dDNNF /tmp/cnf/lagniez/qif/10random.cnf.up -out=/tmp/cnf/lagniez/qif/10random.cnf.unnf, done, 7729, 0.01287,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/qif/10random.cnf, err, 8695, 0.222297,,/d4/d4 -dDNNF /tmp/cnf/lagniez/qif/10random.cnf.smp -out=/tmp/cnf/lagniez/qif/10random.cnf.unnf -max-depth=19, done, 585179, 0.0590923,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/qif/10random.cnf, done, 538091, 0.0314044,680564735267983852183507291547327528960
cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-2-UC-20.cnf,100,250,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-2-UC-20.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-2-UC-20.cnf.unnf, done, 7729, 0.0142185,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-2-UC-20.cnf, err, 8695, 0.219341,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-2-UC-20.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-2-UC-20.cnf.unnf -max-depth=19, done, 584974, 0.134515,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-2-UC-20.cnf, done, 10719, 0.0421095,872415232
cnf/soos/or-70-20-2.cnf.gz.no_w.cnf,140,350,,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-20-2.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-70-20-2.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0138683,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-70-20-2.cnf.gz.no_w.cnf, err, 8695, 0.212034,,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-20-2.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-70-20-2.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 792645, 15.9549,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-70-20-2.cnf.gz.no_w.cnf, timeout, 837918, 18000,2148423930810534112361880647553253376
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-10.cnf,200,500,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-10.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-10.cnf.unnf, done, 7729, 0.0131222,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-10.cnf, err, 8695, 0.200252,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-10.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-10.cnf.unnf -max-depth=19, done, 867274, 21.1426,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-10.cnf, timeout, 1057554, 18000,304588598517495601341192588771838388076544
cnf/lagniez/Planning/pddlXpSym/bomb_b5_t5_p_t3.cnf,820,1570,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b5_t5_p_t3.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b5_t5_p_t3.cnf.unnf, done, 7729, 0.0170774,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b5_t5_p_t3.cnf, err, 8695, 0.22244,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b5_t5_p_t3.cnf.smp -out=/tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b5_t5_p_t3.cnf.unnf -max-depth=19, done, 584998, 0.0533231,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b5_t5_p_t3.cnf, done, 605536, 0.0384428,2348542582773833227889480596789337027375682548908319870707290971532209025114608443463698998384768703031934976
cnf/lagniez/Planning/pddlXpSym/flip_1_p_t6.cnf,25,60,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/flip_1_p_t6.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/flip_1_p_t6.cnf.unnf, done, 7729, 0.0160432,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/flip_1_p_t6.cnf, err, 8695, 0.25048,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/flip_1_p_t6.cnf.smp -out=/tmp/cnf/lagniez/Planning/pddlXpSym/flip_1_p_t6.cnf.unnf -max-depth=19, done, 579690, 0.0405981,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/flip_1_p_t6.cnf, done, 537341, 0.0209098,128
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-1.cnf,200,500,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-1.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-1.cnf.unnf, done, 7729, 0.0139406,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-1.cnf, err, 8695, 0.240616,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-1.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-1.cnf.unnf -max-depth=19, done, 946556, 29.5027,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-1.cnf, timeout, 987906, 18000,1947368831475137313393261275852358048451890573075283968
cnf/soos/or-100-20-9.cnf.gz.no_w.cnf,200,500,,/d4/d4 -dDNNF /tmp/cnf/soos/or-100-20-9.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-100-20-9.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0138717,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-100-20-9.cnf.gz.no_w.cnf, err, 8695, 0.211904,,/d4/d4 -dDNNF /tmp/cnf/soos/or-100-20-9.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-100-20-9.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 946257, 29.7914,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-100-20-9.cnf.gz.no_w.cnf, timeout, 1054736, 18000,3869385219331621780532438342481716992185282835148439552
cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-10-5-UC-40.cnf,140,350,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-10-5-UC-40.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-10-5-UC-40.cnf.unnf, done, 7729, 0.0149715,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-10-5-UC-40.cnf, err, 8695, 0.186415,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-10-5-UC-40.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-10-5-UC-40.cnf.unnf -max-depth=19, done, 583958, 0.0362026,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-70/or-70-10-5-UC-40.cnf, done, 671559, 0.0254568,6291456
cnf/plazar/unsorted/54.sk_12_97.cnf,21726,73499,,/d4/d4 -dDNNF /tmp/cnf/plazar/unsorted/54.sk_12_97.cnf.up -out=/tmp/cnf/plazar/unsorted/54.sk_12_97.cnf.unnf, done, 7729, 0.0142197,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/unsorted/54.sk_12_97.cnf, err, 8695, 0.355533,,/d4/d4 -dDNNF /tmp/cnf/plazar/unsorted/54.sk_12_97.cnf.smp -out=/tmp/cnf/plazar/unsorted/54.sk_12_97.cnf.unnf -max-depth=19, done, 690483, 108.012,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/unsorted/54.sk_12_97.cnf, timeout, 906883, 18000,426004096906348104822022260760282406091325997211334284198238905873084430496373927582007134531819933710681825530585962316926047791608239061814028548507680125287433505182461220053118939721987741417220456355481055348674910200430601672910110389101817815283946603054022521757442061829674071450190896014917150017313770644067271701473629901880035282786485820823705286599008860730843908721619338662893657589787966630167852816229431461881574064855272870038203980471521248182527841799540998709686858143795104351201949842088587787409856712280560084991615216680190796272952796832208163819605738888233732268910771520283055013766469321080409493269467370562749698750910512814530940436187877265457541154818708726024870482092651949329960310509237310721719904949891945749370583773369549241945295011492413636802552183895601119290062015233034289961604942714766968522051704092660490901929829154345239520841077319105782526625123066054239299713969891429676184669454537139271645173390849134380824060577534803328558744807448982726552234855426201951136651517126654568988135081986450117136627823315625154660350686331231654034171779468813586069242044217450194290004202057569189367498566619335961923196326234602311561579084950996662840552652505241595705337009522048420955332181879309871001621223986168925107389672062775360514019795008126743159350277513274715126480600203344604706654430845741883385818692265557011531799933291032528710908018066512280384153770415620423140024644477006684221243948696936440740617971172720061891198847347542569872538520192171053979843532835097489240129328357234756955624546132636094703469242160376290704253945762766420707283013641984150725553179176385630137538953361074422951448768981592761719994153949574413329149627692792374525304156449944491917263434247791889393743359485247809943082590381567596922940742839683508076544
cnf/lagniez/BayesianNetwork/Ratio_75/75-20-6-q.cnf,1920,3040,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-20-6-q.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-20-6-q.cnf.unnf, done, 7729, 0.0121115,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-20-6-q.cnf, err, 8695, 0.256503,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-20-6-q.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-20-6-q.cnf.unnf -max-depth=19, done, 1098174, 106.761,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_75/75-20-6-q.cnf, timeout, 1478242, 18000,1279670051334323501586852703753790997353655111782222440246640199276616205846671311797133759535960104742313187289948059086294906846656444307318131553259959326016369327268332398847931017794223028830691928165164091361141119468090597653539541342723867796688922713952057865357725624150386846721001646906699801945386993318381478886074364925917238540024372671989553200074781714586627585272568654959087137338374571770632021350736720350875301611151999608489672674778740348094652689449344604035880132345335523255527149544000637408407008000695493299665040457072640
cnf/soos/90-46-3-q.cnf.gz.no_w.cnf,10396,16560,,/d4/d4 -dDNNF /tmp/cnf/soos/90-46-3-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/90-46-3-q.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0143896,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/90-46-3-q.cnf.gz.no_w.cnf, err, 8695, 0.344806,,/d4/d4 -dDNNF /tmp/cnf/soos/90-46-3-q.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/90-46-3-q.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 2406682, 644.277,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/90-46-3-q.cnf.gz.no_w.cnf, timeout, 1371877, 18000,1079954412380545537446602843467077456834893974938292399827984787107063854731269755443250790257048172246791607650341768288022474893975675047593649073306727800536971689191911662722730795404746950430542333843425476875383037603152824245893732500588437879814408616291391059862058165819429135159105739804318497707590355520930755852869293466648848338929575422459657625108082837968525155300778455111245545116226474792878769129711542697980537486703980570653428743048345064889987853319578077115313437696817551033840220451517523626224601027953483091096944803499842466705930538075032404450162651464686447493262904354622740251801098946694774044684670255961883590945025976822845992121055870484450545020979425348056838076324326972003483222249410611709104426330361256354011943404446396425997980372330609830651074109966639302239159254911781963719126494894507438128809994663505507604954016469083277950200189673065038658695800456442823961455993244145345063276277624407796991364724597910905033140803407862976235239769931173702007503630094557038326075321353318969599120874528445950462115208446139220326521173118561383747153929397371215123508006413222892154270535125031822743607645570856683139594287388090281406547229936808505778877223934652908276769095664231175758681055843647012425051479982387741687733845086177323332730509771588899775186830184446242773363643722759384215399020847907163411076036060325403929811907071662250629991113376085084860841218675422079376168651922087267760389729949467962831488093139341963966419291949355155358426501201390568264621881581485857069134904204957867334177020504122231988934894085467673337197442824814845001345949197780024031012832936229547013024713328216648525245200294597233403217645456546829600134914941329972310225028084565020299733145060840602377347322091959257327497680375303790097048506010845489351897862632137445895853383767422284441260933027760723295766432007431767526281115714699366498179281042662256304598883080702983530513250868020505049083686134773227953472534895766647264612038382575302772073138531391990386714821959467384200861999360971213101798446601016834829261002967177999648432886328090193093434069463967349708661147314372219125364000543120147367069111586571652380501423195142124465711640577829829349689188410466773267674891395701670365181507575066662654303271981995578514053323124281929015372639389702082761954392352893350278268184849288677710096878473652175625618898555091920432987468702273739287694864401773864641810102183926918788931921596967963168886931656882899875978105209159345911717919542156827238342226536617009857305355231088989039661326001212104485210072933023602066211555597595166308998500847870061584661983910085887845483742820779200946321890027822801451528734321185364410686495609980591916102750946112028031628306392530500162963953196313732941371834713897773678745624414211531171795246519781900057793682119816439204291180518065917169273739830260351974589988217366609392883358428054538394215950265217077140041351786853390197047550897300009024747015088061268396897799643384015650868313347101311078127806521137507277916455865994444800
cnf/soos/leader_sync4_11.pm_5steps_7int_18fract_elected_over.dimacs.gz.no_w.cnf,191142,119069,,/d4/d4 -dDNNF /tmp/cnf/soos/leader_sync4_11.pm_5steps_7int_18fract_elected_over.dimacs.gz.no_w.cnf.up -out=/tmp/cnf/soos/leader_sync4_11.pm_5steps_7int_18fract_elected_over.dimacs.gz.no_w.cnf.unnf, done, 7729, 0.0150102,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/leader_sync4_11.pm_5steps_7int_18fract_elected_over.dimacs.gz.no_w.cnf, err, 8695, 0.206085,,/d4/d4 -dDNNF /tmp/cnf/soos/leader_sync4_11.pm_5steps_7int_18fract_elected_over.dimacs.gz.no_w.cnf.smp -out=/tmp/cnf/soos/leader_sync4_11.pm_5steps_7int_18fract_elected_over.dimacs.gz.no_w.cnf.unnf -max-depth=19, timeout, 9254875, 1800,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/leader_sync4_11.pm_5steps_7int_18fract_elected_over.dimacs.gz.no_w.cnf, err, 1740541, 1.15438,
cnf/soos/blasted_case18.cnf.gz.no_w.cnf,579,1815,,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_case18.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/blasted_case18.cnf.gz.no_w.cnf.unnf, done, 7729, 0.015265,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/blasted_case18.cnf.gz.no_w.cnf, err, 8695, 0.223815,,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_case18.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/blasted_case18.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 588558, 1.34031,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/blasted_case18.cnf.gz.no_w.cnf, timeout, 547262, 18000,2117333093780319279283857648413729602018249111149650782760898827038322103327468
cnf/plazar/V3/s38584_3_2.cnf,23405,57394,,/d4/d4 -dDNNF /tmp/cnf/plazar/V3/s38584_3_2.cnf.up -out=/tmp/cnf/plazar/V3/s38584_3_2.cnf.unnf, done, 7729, 0.0149198,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/V3/s38584_3_2.cnf, err, 8695, 0.20288,,/d4/d4 -dDNNF /tmp/cnf/plazar/V3/s38584_3_2.cnf.smp -out=/tmp/cnf/plazar/V3/s38584_3_2.cnf.unnf -max-depth=19, timeout, 7674073, 1800,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/V3/s38584_3_2.cnf, err, 238735, 0.410291,
cnf/lagniez/BayesianNetwork/Ratio_90/90-34-7-q.cnf,5644,8976,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-34-7-q.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-34-7-q.cnf.unnf, done, 7729, 0.0160423,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-34-7-q.cnf, err, 8695, 0.212659,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-34-7-q.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-34-7-q.cnf.unnf -max-depth=19, done, 646066, 24.6946,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-34-7-q.cnf, timeout, 606179, 18000,215301939958509754035713474351502246512977510140795257351574719588230814085433394130081226011108632970122212958783157477777566201334132235720579678543274182284974133306533524761222229606986169370577387794830580314682716124342183045007461076122900670781303925949865276112674922052388555654859278294073599792087916900343317127601981228062747392802614890261783311882518759445632776505465155159379070979911707907742793338443320898521973876446752506789056804308021305106569582705524204906236092217708357710750604665432719487646036733473048733585743632734612963383738637674572840893263248315877406597350768167000468955106258721827493066531841401598513939740311555380595517893141312931714764201547181356998616366101174175408849897808335308124767497549391717833665958312654947628880696626119173052179142663882288214377882031729054095158836292498924953915749885078761852171866326539244204887772673334039319760539120059378140896517954204673089228324329640256658500869328949368525331831381120431449827823485390190686973564711782733687968873437573805978865754569706286758173063034633006474214684449551760341700419633075668675011772405259804649156954012909179980905837758793533202736832378380763250230535707934451197476227136430173433389913747207190283157519156598527138132912789121878430150436941607631854841611849887883187657592925573235093353946882248466768805239330334415766505561424045563068412924689535853132584764998240031047277591540617127292937585990238896676647083608764620421019566078203949348521626050163048658839128294292947884778450705999879823437881097790133941952698026400317184591784372063837364415816731845895938812676506288459908706419605504
cnf/lagniez/BayesianNetwork/Ratio_90/90-42-4-q.cnf,8652,13776,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-42-4-q.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-42-4-q.cnf.unnf, done, 7729, 0.0139337,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-42-4-q.cnf, err, 8695, 0.204493,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-42-4-q.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-42-4-q.cnf.unnf -max-depth=19, done, 1508802, 482.414,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-42-4-q.cnf, timeout, 1058226, 18000,452213286796269242433017338433914601572443815715001336069260576612731487866282597353177069775601792294078949169374587757844075036027798838744784876697679306608483748938677716962878378960920345609268854200997018225748343229097162144554126979231401876924516683283940792852598697065742637363654757760066433233608836900797951126125908339917564258106806274094811621934853615141530448820236615415088530124712421921941909544147544074526718281975047965181887902055563640676303813961571201924001082737139988519601237801023404546593974708537476403984188346695529466166388236407963231219685663999471892576596512233215172407679639040634805175506625874646120289104198780176026183043905666420553971136638957349728166904196347919091200607509017854494514724175727143604765615306829638169230330272501527992915951651545293784139825051060052261832916007865531045327382584191742207155615032798285206319311145225493091598325044326819827899476027399944469488473884892446404198607367678856748911820824806316719907849370339428685588148834011773095342757585375670636594573979202847620537534844821480839540847696919454555684450023445059760912658592304765149597390802879353552047965069580010440971636552707612599345483363693731191506674934923587932367443422984218740166506568674787533100635446269066256861137596986922890928571862504781042498973399459341413215762432723516406611747509688017048316562493681615605148452255257137930734267367768636255758610762308592857658168642474024747350253015053482115396494977025661500348872358641061779619796402528524166450929632720307820627107289545253724956843231306474886740060373991120652037628810483092577213721408970676911879001126130790749355846674071657277868370606450896231363645238460316605095758757855814239115622583398651034476673433651223193501643657460029519977586790871037302461875039169541107600634805673182130668911900570488522066686095281804463147903260898915177421979181740540213916597175350111542317743121790979656496570360561225355918026847531735263027263350104345603841426436122030321042161879650274034944462767357776691245626632791062094876078503171096515957334097919652443469514299860842757723311782034440245962189053156462679522667354701085832639988061809754378308034887973726489037865337784192570029734926724078803374757040890839136835835783620085913841038408679764798064287878878894146775019134073296193150883794107248473448308790544995809221699634446823296021349476015065817435795927199545065502552466938133443143825131316640742694362210637472258686742953602354699096962072852327282905446350848
cnf/soos/or-70-20-4-UC-20.cnf.gz.no_w.cnf,140,350,,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-20-4-UC-20.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-70-20-4-UC-20.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0160314,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-70-20-4-UC-20.cnf.gz.no_w.cnf, err, 8695, 0.209983,,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-20-4-UC-20.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-70-20-4-UC-20.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 707158, 10.776,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-70-20-4-UC-20.cnf.gz.no_w.cnf, timeout, 728231, 18000,67333186747657874153930752
cnf/sundermann/systems_software/Embtoolkit/Knüppel2017.cnf,1179,5414,,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/Embtoolkit/Knüppel2017.cnf.up -out=/tmp/cnf/sundermann/systems_software/Embtoolkit/Knüppel2017.cnf.unnf, done, 7729, 0.0149448,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/sundermann/systems_software/Embtoolkit/Knüppel2017.cnf, err, 8695, 0.227775,,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/Embtoolkit/Knüppel2017.cnf.smp -out=/tmp/cnf/sundermann/systems_software/Embtoolkit/Knüppel2017.cnf.unnf -max-depth=19, done, 587603, 0.0713366,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/sundermann/systems_software/Embtoolkit/Knüppel2017.cnf, timeout, 539394, 18000,3463421671687938352688258893590718431038257386999817513903901540362982285090032378134344106291844250546995200000
cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-10-5.cnf,100,250,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-10-5.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-10-5.cnf.unnf, done, 7729, 0.01201,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-10-5.cnf, err, 8695, 0.207569,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-10-5.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-10-5.cnf.unnf -max-depth=19, done, 631291, 3.76223,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-10-5.cnf, timeout, 622125, 18000,364225801393607413108736
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-10.cnf,200,500,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-10.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-10.cnf.unnf, done, 7729, 0.0146785,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-10.cnf, err, 8695, 0.240398,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-10.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-10.cnf.unnf -max-depth=19, done, 836100, 19.3153,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-10.cnf, timeout, 1082257, 18000,196127043555019030431408041008919690956767232
cnf/lagniez/Planning/pddlXpSym/sort_num_s_4_p_t6.cnf,580,2166,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_4_p_t6.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_4_p_t6.cnf.unnf, done, 7729, 0.0160539,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_4_p_t6.cnf, err, 8695, 0.230143,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_4_p_t6.cnf.smp -out=/tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_4_p_t6.cnf.unnf -max-depth=19, done, 662216, 27.178,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_4_p_t6.cnf, timeout, 857243, 18000,1766860665403629826453708574361335045766683085920634561699236220424237696
