file,nbv,nbc,ck_command,ck_status,ck_mem,ck_time,ck_d4_command,ck_d4_status,ck_d4_mem,ck_d4_time,ck_s_command,ck_s_status,ck_s_mem,ck_s_time,ck_umc,d4d_command,d4d_status,d4d_mem,d4d_time,d4d_s_command,d4d_s_status,d4d_s_mem,d4d_s_time,d4d_umc
cnf/soos/blasted_squaring12.cnf.gz.no_w.cnf,1507,5210,,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_squaring12.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/blasted_squaring12.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0128331,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/blasted_squaring12.cnf.gz.no_w.cnf, err, 8695, 0.276005,,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_squaring12.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/blasted_squaring12.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 2637545, 239.943,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/blasted_squaring12.cnf.gz.no_w.cnf, timeout, 1515024, 18000,678114276264261063706656632480826754888999947160097309323941580411741076286016693788364850613318635287435420811564609836390880851854883266688758200400261407703313877432799830494472018177293556469802863365408212404464516168289477767456328139401157380089184712251899991612441851983771522673581113518093291495427043139685193719195964599168417189686259343218039443383668237588859801584863679492434601501
cnf/plazar/FeatureModels/lpcmt.cnf,1249,3824,,/d4/d4 -dDNNF /tmp/cnf/plazar/FeatureModels/lpcmt.cnf.up -out=/tmp/cnf/plazar/FeatureModels/lpcmt.cnf.unnf, done, 7729, 0.0161131,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/FeatureModels/lpcmt.cnf, err, 8695, 0.284909,,/d4/d4 -dDNNF /tmp/cnf/plazar/FeatureModels/lpcmt.cnf.smp -out=/tmp/cnf/plazar/FeatureModels/lpcmt.cnf.unnf -max-depth=19, done, 591036, 2.967,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/FeatureModels/lpcmt.cnf, timeout, 557936, 18000,154291165664402135057194684313540798334799824713554141328640667789854124179153987540936364100415520899486043969098124251315048972915423707372176839024072925764438479150984111108685638381369214109200
cnf/soos/75-20-4-q.cnf.gz.no_w.cnf,1920,3040,,/d4/d4 -dDNNF /tmp/cnf/soos/75-20-4-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/75-20-4-q.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0150291,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/75-20-4-q.cnf.gz.no_w.cnf, err, 8695, 0.264898,,/d4/d4 -dDNNF /tmp/cnf/soos/75-20-4-q.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/75-20-4-q.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 751652, 36.977,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/75-20-4-q.cnf.gz.no_w.cnf, timeout, 807813, 18000,1325795079880632370940662521058347991268364760029258507895276359985015463651513899315928496126697926320499244413364287211948810673949497581699270228130508727377757000266803087088668211507858820765559741237695499344452177679591327167856586793565968743717000737427733310702171532837480405609710019102698563377824009476922207180452691088718820992895153919662308014923280901466815036463522248333903936137000523239098839470117309892785362114772744218615474868836053865247797381131323151405516321929762924165632886762316299806254896846805595214072434591035794915328
cnf/lagniez/Planning/pddlXpSym/ring_4_p_t8.cnf,512,1343,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/ring_4_p_t8.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/ring_4_p_t8.cnf.unnf, done, 7729, 0.0160249,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring_4_p_t8.cnf, err, 8695, 0.270742,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/ring_4_p_t8.cnf.smp -out=/tmp/cnf/lagniez/Planning/pddlXpSym/ring_4_p_t8.cnf.unnf -max-depth=19, done, 591757, 4.31619,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring_4_p_t8.cnf, timeout, 556601, 18000,37354963637764459278133902737102380615588206608384
cnf/lagniez/Planning/pddlXpSym/emptyroom_d12_g6_p_t6.cnf,720,2546,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d12_g6_p_t6.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d12_g6_p_t6.cnf.unnf, done, 7729, 0.0149382,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d12_g6_p_t6.cnf, err, 8695, 0.304219,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d12_g6_p_t6.cnf.smp -out=/tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d12_g6_p_t6.cnf.unnf -max-depth=19, done, 585932, 0.164163,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d12_g6_p_t6.cnf, timeout, 724135, 18000,29991485712100069105272668984
cnf/sundermann/systems_software/eb40/Berger2013.cnf,1240,3816,,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/eb40/Berger2013.cnf.up -out=/tmp/cnf/sundermann/systems_software/eb40/Berger2013.cnf.unnf, done, 7729, 0.0133733,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/sundermann/systems_software/eb40/Berger2013.cnf, err, 8695, 0.339938,,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/eb40/Berger2013.cnf.smp -out=/tmp/cnf/sundermann/systems_software/eb40/Berger2013.cnf.unnf -max-depth=19, done, 592326, 4.25641,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/sundermann/systems_software/eb40/Berger2013.cnf, timeout, 562929, 18000,2648469531516919456028099985934326217316041860330516915418154341109464911266274189076081906626206054915619334621992031453939699436061705889631177542973121606678424078145381066529046226271976031760
cnf/plazar/FeatureModels/sam7ex256.cnf,1332,3989,,/d4/d4 -dDNNF /tmp/cnf/plazar/FeatureModels/sam7ex256.cnf.up -out=/tmp/cnf/plazar/FeatureModels/sam7ex256.cnf.unnf, done, 7729, 0.0138939,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/FeatureModels/sam7ex256.cnf, err, 8695, 0.282192,,/d4/d4 -dDNNF /tmp/cnf/plazar/FeatureModels/sam7ex256.cnf.smp -out=/tmp/cnf/plazar/FeatureModels/sam7ex256.cnf.unnf -max-depth=19, done, 602595, 7.07686,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/FeatureModels/sam7ex256.cnf, timeout, 580263, 18000,407146596739652286888452614206415861892221684267679727246902397328553906575543473142704120999956724533468389413585295817912061736086324537810794669195249651486364470843669182174158548561195810097778920480
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf,200,500,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf.unnf, done, 7729, 0.0160604,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf, err, 8695, 0.352623,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf.unnf -max-depth=19, done, 864382, 21.5114,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf, timeout, 920428, 18000,489538247489014439610284494027237974081536
cnf/soos/or-70-10-7.cnf.gz.no_w.cnf,140,350,,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-10-7.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-70-10-7.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0138485,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-70-10-7.cnf.gz.no_w.cnf, err, 8695, 0.34556,,/d4/d4 -dDNNF /tmp/cnf/soos/or-70-10-7.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-70-10-7.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 829652, 17.7805,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-70-10-7.cnf.gz.no_w.cnf, timeout, 877088, 18000,2030634721828007996398023873675657216
cnf/sundermann/systems_software/XSEngine/Knüppel2017.cnf,1273,2524,,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/XSEngine/Knüppel2017.cnf.up -out=/tmp/cnf/sundermann/systems_software/XSEngine/Knüppel2017.cnf.unnf, done, 7729, 0.0160226,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/sundermann/systems_software/XSEngine/Knüppel2017.cnf, err, 8695, 0.308694,,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/XSEngine/Knüppel2017.cnf.smp -out=/tmp/cnf/sundermann/systems_software/XSEngine/Knüppel2017.cnf.unnf -max-depth=19, done, 590815, 2.25765,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/sundermann/systems_software/XSEngine/Knüppel2017.cnf, timeout, 555577, 18000,110971920987294567974201948750935364005769835726742483976485458640573538853448494367543948455097016756622551213878349258351307484847838134848981389055958914986350929494759343297643970000
cnf/soos/75-16-7-q.cnf.gz.no_w.cnf,1216,1920,,/d4/d4 -dDNNF /tmp/cnf/soos/75-16-7-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/75-16-7-q.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0142543,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/75-16-7-q.cnf.gz.no_w.cnf, err, 8695, 0.381633,,/d4/d4 -dDNNF /tmp/cnf/soos/75-16-7-q.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/75-16-7-q.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 634433, 20.2543,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/75-16-7-q.cnf.gz.no_w.cnf, timeout, 619704, 18000,54810552877077327829908042870349843270924602673585610246440465455591252356161791984676922436201206859889081719017098959795524102286365341250877803943241201199970801567334951329345025747876613785647841893840788938942327157631543069471084025467553492482242122401754829358900734005414700090077738564858286754624207174266514633076782308384803981122076672
cnf/soos/or-50-10-6.cnf.gz.no_w.cnf,100,250,,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-10-6.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-50-10-6.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0139453,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-50-10-6.cnf.gz.no_w.cnf, err, 8695, 0.267078,,/d4/d4 -dDNNF /tmp/cnf/soos/or-50-10-6.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-50-10-6.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 653873, 4.61925,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-50-10-6.cnf.gz.no_w.cnf, timeout, 655368, 18000,654350024705947922153472
cnf/plazar/V15/s1423a_15_7.cnf,864,2248,,/d4/d4 -dDNNF /tmp/cnf/plazar/V15/s1423a_15_7.cnf.up -out=/tmp/cnf/plazar/V15/s1423a_15_7.cnf.unnf, done, 7729, 0.0149579,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/V15/s1423a_15_7.cnf, err, 8695, 0.257406,,/d4/d4 -dDNNF /tmp/cnf/plazar/V15/s1423a_15_7.cnf.smp -out=/tmp/cnf/plazar/V15/s1423a_15_7.cnf.unnf -max-depth=19, done, 600870, 4.92828,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/V15/s1423a_15_7.cnf, timeout, 562270, 18000,22878874472786179703451048323213597396718203497456472549971534447644344460680643489287631236761961671733398596669669376
cnf/soos/or-60-20-2.cnf.gz.no_w.cnf,120,300,,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-20-2.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-60-20-2.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0118195,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-60-20-2.cnf.gz.no_w.cnf, err, 8695, 0.273356,,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-20-2.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-60-20-2.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 758218, 11.8836,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-60-20-2.cnf.gz.no_w.cnf, timeout, 806141, 18000,1366491456409153058230383935488
cnf/soos/blasted_case_2_ptb_2.cnf.gz.no_w.cnf,2848,9498,,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_case_2_ptb_2.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/blasted_case_2_ptb_2.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0149166,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/blasted_case_2_ptb_2.cnf.gz.no_w.cnf, err, 8695, 0.294162,,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_case_2_ptb_2.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/blasted_case_2_ptb_2.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 1102290, 360.86,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/blasted_case_2_ptb_2.cnf.gz.no_w.cnf, timeout, 1083846, 18000,8835674371093809727874320524840832982005642349729673240500357643071140934181558420170352532707675403480652814514408224272419099027851178291269233744318287554733916048517480253722495230985114028114446006672036312224923985302073717112267365026620621661952020906347447056799623080761546988894175209473867254506570114358575734768989488724145548509943918482457767232587434214173979800740046408951088901445856888579842501595709236541238717694062759655429446889310226794298594652968746391372803024374066838907296009093650395587443587472626352932109602042301211669280898978948795600466209838344556232066737730166374081062774576939086303921468343298940724572180460268014550518470671719351953233344397791222824067031202004992
cnf/soos/50-20-10-q.cnf.gz.no_w.cnf,1920,3040,,/d4/d4 -dDNNF /tmp/cnf/soos/50-20-10-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/50-20-10-q.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0149557,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/50-20-10-q.cnf.gz.no_w.cnf, err, 8695, 0.274326,,/d4/d4 -dDNNF /tmp/cnf/soos/50-20-10-q.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/50-20-10-q.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 1899597, 206.226,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/50-20-10-q.cnf.gz.no_w.cnf, timeout, 1381347, 18000,13519929673398854493641079879079445220174266519122317378804824608849457271463633389969639455946051397159490833678146951775562910599939086627741291370760915123933377015993889796317926983181028322810657193803256012404946161909982916474273408597924920977515106273645215095146593934858818777516065013771871991330451709250318323426869361543127362486507367171250836483507326158995032428427880715565618518591415576524091413567447487747646868338662838798725569952578971058972485666705512557298502136431171243700794732839148303186030104437214854059797290794784061266446009585631232
cnf/soos/or-60-20-2-UC-40.cnf.gz.no_w.cnf,120,300,,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-20-2-UC-40.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-60-20-2-UC-40.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0139152,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-60-20-2-UC-40.cnf.gz.no_w.cnf, err, 8695, 0.381607,,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-20-2-UC-40.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-60-20-2-UC-40.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 583938, 0.0383426,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-60-20-2-UC-40.cnf.gz.no_w.cnf, done, 537341, 0.0228702,3465216
cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-10-UC-20.cnf,100,250,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-10-UC-20.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-10-UC-20.cnf.unnf, done, 7729, 0.0147968,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-10-UC-20.cnf, err, 8695, 0.386867,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-10-UC-20.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-10-UC-20.cnf.unnf -max-depth=19, done, 583962, 0.0441845,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/DQMR/qmr-50/or-50-5-10-UC-20.cnf, done, 537477, 0.0246597,8388608
cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t1.cnf,1000,1860,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t1.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t1.cnf.unnf, done, 7729, 0.0142487,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t1.cnf, err, 8695, 0.3454,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t1.cnf.smp -out=/tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t1.cnf.unnf -max-depth=19, done, 585392, 0.0558603,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t1.cnf, done, 539045, 0.0517947,3125114431432710213600782321475712654525107513668091225644468845441064029920253284051624550249612133550203500150951874501017600000000000000000000
cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t2.cnf,1920,3700,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t2.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t2.cnf.unnf, done, 7729, 0.0139101,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t2.cnf, err, 8695, 0.215867,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t2.cnf.smp -out=/tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t2.cnf.unnf -max-depth=19, done, 586670, 0.0848765,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/bomb_b10_t10_p_t2.cnf, done, 541241, 0.0640867,8461826253513453657762798141574414177786522668951492919997364003887153029215888430699478153118506634188976749468072873428620417239123977567434523545797332948876062713261499161700380521169534113604806230644257207343459417636244736963586874323745015125235490821412095000576
cnf/lagniez/BayesianNetwork/Ace/blockmap_20_01.net.cnf,78650,160055,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ace/blockmap_20_01.net.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/Ace/blockmap_20_01.net.cnf.unnf, done, 7729, 0.0149885,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ace/blockmap_20_01.net.cnf, err, 8695, 0.211823,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ace/blockmap_20_01.net.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/Ace/blockmap_20_01.net.cnf.unnf -max-depth=19, done, 677298, 17.8964,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ace/blockmap_20_01.net.cnf, done, 3380137, 2.72213,2748779069440
cnf/soos/blasted_squaring60.cnf.gz.no_w.cnf,5186,16134,,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_squaring60.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/blasted_squaring60.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0139364,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/blasted_squaring60.cnf.gz.no_w.cnf, err, 8695, 0.185014,,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_squaring60.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/blasted_squaring60.cnf.gz.no_w.cnf.unnf -max-depth=19, timeout, 6157701, 1800,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/blasted_squaring60.cnf.gz.no_w.cnf, err, 24252, 0.220005,
cnf/lagniez/BayesianNetwork/Ratio_90/90-24-3-q.cnf,2784,4416,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-24-3-q.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-24-3-q.cnf.unnf, done, 7729, 0.0139464,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-24-3-q.cnf, err, 8695, 0.337444,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-24-3-q.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-24-3-q.cnf.unnf -max-depth=19, done, 588558, 1.36836,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-24-3-q.cnf, timeout, 545415, 18000,17265940095404876989542786653383376743655797392558258663442260716729600275171832086555719118215470340690268690353715321147885861489794875805273424480534792437990818620486666131530120720546631341789537693326369514899452009498566667339501148996626543585063402462714781273670573437293764619607837334585265950799252366023644357303086202903350018574724163686129252585967059157462247596018456889417035680133702457864034383386100374781295968505766493271061908269901198613058101769924708880009967398580524088159358734193416496446256343250287756780046617572204216986084527475746356276622947006828636866657894298237871247245411232267616749978433578903221151845558167801357050034376348634454282589449005190183475932037218737578499419558939444325054939136
cnf/soos/blasted_case_2_b12_2.cnf.gz.no_w.cnf,827,2725,,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_case_2_b12_2.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/blasted_case_2_b12_2.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0138625,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/blasted_case_2_b12_2.cnf.gz.no_w.cnf, err, 8695, 0.299518,,/d4/d4 -dDNNF /tmp/cnf/soos/blasted_case_2_b12_2.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/blasted_case_2_b12_2.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 587468, 1.75514,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/blasted_case_2_b12_2.cnf.gz.no_w.cnf, timeout, 547438, 18000,3504425249724123902309393563611555340767014244491121441451117293108029310627128403632674592726456570442875494408675002624
cnf/plazar/FeatureModels/ipaq.cnf,1258,3868,,/d4/d4 -dDNNF /tmp/cnf/plazar/FeatureModels/ipaq.cnf.up -out=/tmp/cnf/plazar/FeatureModels/ipaq.cnf.unnf, done, 7729, 0.0145148,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/FeatureModels/ipaq.cnf, err, 8695, 0.295931,,/d4/d4 -dDNNF /tmp/cnf/plazar/FeatureModels/ipaq.cnf.smp -out=/tmp/cnf/plazar/FeatureModels/ipaq.cnf.unnf -max-depth=19, done, 590516, 3.06175,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/FeatureModels/ipaq.cnf, timeout, 555974, 18000,436832075264062506449978941383913104787444311958316783001385495637100734038447621889651004393562468193725820784530231348415458241586495398762092419541883329794518214409827040141769408427395994617360
cnf/sundermann/security/CVE/VarelaVaca2020-2020-9372.cnf,225,22393,,/d4/d4 -dDNNF /tmp/cnf/sundermann/security/CVE/VarelaVaca2020-2020-9372.cnf.up -out=/tmp/cnf/sundermann/security/CVE/VarelaVaca2020-2020-9372.cnf.unnf, done, 7729, 0.0139267,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/sundermann/security/CVE/VarelaVaca2020-2020-9372.cnf, err, 8695, 0.17901,,/d4/d4 -dDNNF /tmp/cnf/sundermann/security/CVE/VarelaVaca2020-2020-9372.cnf.smp -out=/tmp/cnf/sundermann/security/CVE/VarelaVaca2020-2020-9372.cnf.unnf -max-depth=19, done, 617021, 0.5362,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/sundermann/security/CVE/VarelaVaca2020-2020-9372.cnf, timeout, 543248, 18000,25108406941546723055343157692830665664409421777856138051660
cnf/lagniez/Planning/pddlXpSym/ring_3_p_t8.cnf,392,1008,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/ring_3_p_t8.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/ring_3_p_t8.cnf.unnf, done, 7729, 0.014964,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring_3_p_t8.cnf, err, 8695, 0.185009,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/ring_3_p_t8.cnf.smp -out=/tmp/cnf/lagniez/Planning/pddlXpSym/ring_3_p_t8.cnf.unnf -max-depth=19, done, 587968, 1.06936,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/ring_3_p_t8.cnf, timeout, 545878, 18000,742624522657259842963679667788234358784
cnf/plazar/unsorted/7.sk_4_50.cnf,6683,24816,,/d4/d4 -dDNNF /tmp/cnf/plazar/unsorted/7.sk_4_50.cnf.up -out=/tmp/cnf/plazar/unsorted/7.sk_4_50.cnf.unnf, done, 7729, 0.0139231,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/unsorted/7.sk_4_50.cnf, err, 8695, 0.206229,,/d4/d4 -dDNNF /tmp/cnf/plazar/unsorted/7.sk_4_50.cnf.smp -out=/tmp/cnf/plazar/unsorted/7.sk_4_50.cnf.unnf -max-depth=19, done, 592928, 0.256744,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/unsorted/7.sk_4_50.cnf, done, 567136, 0.100678,2199023255552
cnf/plazar/FeatureModels/mb93091.cnf,1250,3131,,/d4/d4 -dDNNF /tmp/cnf/plazar/FeatureModels/mb93091.cnf.up -out=/tmp/cnf/plazar/FeatureModels/mb93091.cnf.unnf, done, 7729, 0.0149717,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/FeatureModels/mb93091.cnf, err, 8695, 0.257213,,/d4/d4 -dDNNF /tmp/cnf/plazar/FeatureModels/mb93091.cnf.smp -out=/tmp/cnf/plazar/FeatureModels/mb93091.cnf.unnf -max-depth=19, done, 602177, 4.9118,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/FeatureModels/mb93091.cnf, timeout, 567816, 18000,6634351014109972531419191177893222531197407676664672967534639454528596817647828114021170402928132501719157441738086659953775331837564458508526478815171612873718736951841415541431226342262120400
